year,age,sex,lfp
1993,52,Female,.74266601
1994,52,Female,.7559377
1995,52,Female,.72717297
1996,52,Female,.75782967
1997,52,Female,.75546885
1998,52,Female,.75755453
1999,52,Female,.79940826
2000,52,Female,.75929934
2001,52,Female,.7635591
2002,52,Female,.75550264
2003,52,Female,.77900207
2004,52,Female,.73944932
2005,52,Female,.75191641
2006,52,Female,.75221187
2007,52,Female,.75638044
2008,52,Female,.75150442
2009,52,Female,.75068247
2010,52,Female,.70629531
2011,52,Female,.7425189
2012,52,Female,.73064607
2013,52,Female,.7250762
2014,52,Female,.74325776
2015,52,Female,.70004213
2016,52,Female,.72338009
1961,53,Male,.67043698
1962,53,Male,.63101023
1963,53,Male,.88819885
1964,53,Male,.91582239
1965,53,Male,.94395095
1966,53,Male,.94840646
1967,53,Male,.95407087
1968,53,Male,.94765586
1969,53,Male,.94303942
1970,53,Male,.94002259
1971,53,Male,.92025614
1972,53,Male,.91703087
1973,53,Male,.90779155
1974,53,Male,.88884813
1975,53,Male,.89192379
1976,53,Male,.89021468
1977,53,Male,.87917668
1978,53,Male,.87637323
1979,53,Male,.89464009
1980,53,Male,.88874018
1981,53,Male,.89161557
1982,53,Male,.86245221
1983,53,Male,.87064916
1984,53,Male,.8596614
1985,53,Male,.87802905
1986,53,Male,.90272552
1987,53,Male,.8950724
1988,53,Male,.86098331
1989,53,Male,.87342763
1990,53,Male,.84609061
1991,53,Male,.88426942
1992,53,Male,.8656342
1993,53,Male,.86220413
1994,53,Male,.86699295
1995,53,Male,.84204996
1996,53,Male,.88812101
1997,53,Male,.8970421
1998,53,Male,.85754961
1999,53,Male,.88475084
2000,53,Male,.87367231
2001,53,Male,.84985083
2002,53,Male,.85733169
2003,53,Male,.8431102
2004,53,Male,.86094415
2005,53,Male,.83034527
2006,53,Male,.84146613
2007,53,Male,.85582489
2008,53,Male,.84377962
2009,53,Male,.85656685
2010,53,Male,.81446683
2011,53,Male,.80473334
2012,53,Male,.82338452
2013,53,Male,.83030182
2014,53,Male,.81566262
2015,53,Male,.82786041
2016,53,Male,.82818508
1961,53,Female,.36044508
1962,53,Female,.39446956
1963,53,Female,.58968866
1964,53,Female,.5326823
1965,53,Female,.56837922
1966,53,Female,.55935371
1967,53,Female,.58271879
1968,53,Female,.58216923
1969,53,Female,.57715565
1970,53,Female,.5524686
1971,53,Female,.58346713
1972,53,Female,.59437394
1973,53,Female,.55913514
1974,53,Female,.60404503
1975,53,Female,.53959864
1976,53,Female,.59035438
1977,53,Female,.54922891
1978,53,Female,.62559342
1979,53,Female,.62289566
1980,53,Female,.5908125
1981,53,Female,.57017356
1982,53,Female,.56788433
1983,53,Female,.592686
1984,53,Female,.61694258
1985,53,Female,.63764852
1986,53,Female,.61555624
1987,53,Female,.6379866
1988,53,Female,.6298396
1989,53,Female,.66367948
1990,53,Female,.65344697
1991,53,Female,.68349701
1992,53,Female,.71318203
1993,53,Female,.68461299
1994,53,Female,.71136969
1995,53,Female,.67809123
1996,53,Female,.71476406
1997,53,Female,.72120774
1998,53,Female,.70669717
1999,53,Female,.71311069
2000,53,Female,.73308849
2001,53,Female,.74481505
2002,53,Female,.72111756
2003,53,Female,.73984784
2004,53,Female,.73348546
2005,53,Female,.74750715
2006,53,Female,.74689436
2007,53,Female,.75219256
2008,53,Female,.76096439
2009,53,Female,.74980497
2010,53,Female,.75072521
2011,53,Female,.70626342
2012,53,Female,.74228734
2013,53,Female,.725438
2014,53,Female,.71833086
2015,53,Female,.71943361
2016,53,Female,.6889922
1961,54,Male,.63547063
1962,54,Male,.595155
1963,54,Male,.90729177
1964,54,Male,.88434172
1965,54,Male,.90780938
1966,54,Male,.94015974
1967,54,Male,.94589347
1968,54,Male,.93044931
1969,54,Male,.9321872
1970,54,Male,.93157423
1971,54,Male,.93947637
1972,54,Male,.9108777
1973,54,Male,.89466548
1974,54,Male,.85527807
1975,54,Male,.88840455
1976,54,Male,.88667697
1977,54,Male,.89366734
1978,54,Male,.86739659
1979,54,Male,.87398326
1980,54,Male,.88232881
1981,54,Male,.91674328
1982,54,Male,.8892681
1983,54,Male,.84893894
1984,54,Male,.85674757
1985,54,Male,.87410861
1986,54,Male,.86565274
1987,54,Male,.84599632
1988,54,Male,.8677628
1989,54,Male,.85808337
1990,54,Male,.85828489
1991,54,Male,.86313272
1992,54,Male,.84350127
1993,54,Male,.83294523
1994,54,Male,.84300339
1995,54,Male,.86334383
1996,54,Male,.85790187
1997,54,Male,.87526673
1998,54,Male,.86316568
1999,54,Male,.80877936
2000,54,Male,.86802554
2001,54,Male,.85606557
2002,54,Male,.83798265
2003,54,Male,.8342948
2004,54,Male,.82288998
2005,54,Male,.83716553
2006,54,Male,.84278625
2007,54,Male,.85270017
2008,54,Male,.85090792
2009,54,Male,.81204683
2010,54,Male,.81367785
2011,54,Male,.79514009
2012,54,Male,.81178367
2013,54,Male,.80071527
2014,54,Male,.81514275
2015,54,Male,.82337707
2016,54,Male,.80770928
1961,54,Female,.3923724
1962,54,Female,.36328232
1963,54,Female,.57739216
1964,54,Female,.56209069
1965,54,Female,.5385977
1966,54,Female,.56513274
1967,54,Female,.56897694
1968,54,Female,.59003079
1969,54,Female,.58402699
1970,54,Female,.54537505
1971,54,Female,.57333338
1972,54,Female,.57577395
1973,54,Female,.58445078
1974,54,Female,.55915064
1975,54,Female,.56261027
1976,54,Female,.53235924
1977,54,Female,.59539199
1978,54,Female,.521213
1979,54,Female,.57814205
1980,54,Female,.57720745
1981,54,Female,.57852519
1982,54,Female,.57081139
1983,54,Female,.565359
1984,54,Female,.6343289
1985,54,Female,.60707885
1986,54,Female,.60768849
1987,54,Female,.60686237
1988,54,Female,.6277914
1989,54,Female,.66374731
1990,54,Female,.61558992
1991,54,Female,.64754713
1992,54,Female,.6830833
1993,54,Female,.70236051
1994,54,Female,.67216641
1995,54,Female,.69112986
1996,54,Female,.69192767
1997,54,Female,.69654775
1998,54,Female,.68948615
1999,54,Female,.69170928
2000,54,Female,.71263713
2001,54,Female,.74593854
2002,54,Female,.73788643
2003,54,Female,.71404809
2004,54,Female,.71245611
2005,54,Female,.73363703
2006,54,Female,.72891235
2007,54,Female,.73858798
2008,54,Female,.74652708
2009,54,Female,.74994946
2010,54,Female,.71095747
2011,54,Female,.73327178
2012,54,Female,.73153019
2013,54,Female,.69224137
2014,54,Female,.71677351
2015,54,Female,.74404275
2016,54,Female,.70621163
1961,55,Male,.68214321
1962,55,Male,.62068802
1963,55,Male,.86454934
1964,55,Male,.8919071
1965,55,Male,.91891837
1966,55,Male,.92053479
1967,55,Male,.94162518
1968,55,Male,.94031328
1969,55,Male,.92441475
1970,55,Male,.92144716
1971,55,Male,.93486792
1972,55,Male,.90547043
1973,55,Male,.90226972
1974,55,Male,.87835509
1975,55,Male,.83857548
1976,55,Male,.8800267
1977,55,Male,.87261313
1978,55,Male,.86929029
1979,55,Male,.85293025
1980,55,Male,.86162257
1981,55,Male,.8749308
1982,55,Male,.87735248
1983,55,Male,.84917337
1984,55,Male,.82795203
1985,55,Male,.83569175
1986,55,Male,.86117291
1987,55,Male,.87431771
1988,55,Male,.83502638
1989,55,Male,.82847458
1990,55,Male,.84071457
1991,55,Male,.85243529
1992,55,Male,.85254449
1993,55,Male,.80355793
1994,55,Male,.83954811
1995,55,Male,.84985495
1996,55,Male,.83993876
1997,55,Male,.7912854
1998,55,Male,.82272059
1999,55,Male,.81640798
2000,55,Male,.79354024
2001,55,Male,.82844293
2002,55,Male,.81528944
2003,55,Male,.82811505
2004,55,Male,.79981261
2005,55,Male,.80128586
2006,55,Male,.84079123
2007,55,Male,.8252852
2008,55,Male,.8172121
2009,55,Male,.82827997
2010,55,Male,.80617261
2011,55,Male,.77983421
2012,55,Male,.81199515
2013,55,Male,.78994828
2014,55,Male,.78360385
2015,55,Male,.82206416
2016,55,Male,.79613996
1961,55,Female,.36208847
1962,55,Female,.39343947
1963,55,Female,.52086258
1964,55,Female,.51134545
1965,55,Female,.5544554
1966,55,Female,.56570536
1967,55,Female,.57719898
1968,55,Female,.58783954
1969,55,Female,.55281812
1970,55,Female,.60142195
1971,55,Female,.56841427
1972,55,Female,.52667117
1973,55,Female,.54132354
1974,55,Female,.57874388
1975,55,Female,.56131148
1976,55,Female,.54546845
1977,55,Female,.53862268
1978,55,Female,.56875789
1979,55,Female,.54443926
1980,55,Female,.58093452
1981,55,Female,.54170436
1982,55,Female,.54816067
1983,55,Female,.56216723
1984,55,Female,.56529528
1985,55,Female,.60773009
1986,55,Female,.56351876
1987,55,Female,.61541975
1988,55,Female,.63179946
1989,55,Female,.60646611
1990,55,Female,.6678099
1991,55,Female,.59640259
1992,55,Female,.65055597
1993,55,Female,.64736319
1994,55,Female,.67362988
1995,55,Female,.67082739
1996,55,Female,.68101269
1997,55,Female,.67645347
1998,55,Female,.68973988
1999,55,Female,.7413311
2000,55,Female,.66161853
2001,55,Female,.69412678
2002,55,Female,.69536573
2003,55,Female,.70569044
2004,55,Female,.67032063
2005,55,Female,.72672755
2006,55,Female,.69793099
2007,55,Female,.73429012
2008,55,Female,.71329767
2009,55,Female,.72521353
2010,55,Female,.71244222
2011,55,Female,.70249617
2012,55,Female,.73419136
2013,55,Female,.7116878
2014,55,Female,.70984757
2015,55,Female,.70829576
2016,55,Female,.7043103
1961,56,Male,.69089007
1962,56,Male,.62482166
1963,56,Male,.86472219
1964,56,Male,.87850583
1965,56,Male,.91769326
1966,56,Male,.91723871
1967,56,Male,.93050861
1968,56,Male,.92699254
1969,56,Male,.93574542
1970,56,Male,.91180992
1971,56,Male,.9050355
1972,56,Male,.89399213
1973,56,Male,.90252918
1974,56,Male,.85449612
1975,56,Male,.87413168
1976,56,Male,.85220402
1977,56,Male,.87542111
1978,56,Male,.84371459
1979,56,Male,.83647907
1980,56,Male,.84422576
1981,56,Male,.83816916
1982,56,Male,.85160327
1983,56,Male,.84068084
1984,56,Male,.82284385
1985,56,Male,.82454276
1986,56,Male,.79871529
1987,56,Male,.82679254
1988,56,Male,.81221724
1989,56,Male,.81346142
1990,56,Male,.82378381
1991,56,Male,.81960511
1992,56,Male,.80288196
1993,56,Male,.80849218
1994,56,Male,.815844
1995,56,Male,.81172091
1996,56,Male,.83935523
1997,56,Male,.80764079
1998,56,Male,.80650955
1999,56,Male,.79100662
2000,56,Male,.82614452
2001,56,Male,.76357394
2002,56,Male,.80887645
2003,56,Male,.80453724
2004,56,Male,.81374896
2005,56,Male,.79346609
2006,56,Male,.79297757
2007,56,Male,.78633863
2008,56,Male,.79429072
2009,56,Male,.77126884
2010,56,Male,.7949087
2011,56,Male,.75987059
2012,56,Male,.80051816
2013,56,Male,.78021395
2014,56,Male,.79430711
2015,56,Male,.79047269
2016,56,Male,.76213944
1961,56,Female,.3460266
1962,56,Female,.35292318
1963,56,Female,.49131227
1964,56,Female,.50414211
1965,56,Female,.50377715
1966,56,Female,.54220593
1967,56,Female,.53749263
1968,56,Female,.54231805
1969,56,Female,.58525783
1970,56,Female,.53334963
1971,56,Female,.52284664
1972,56,Female,.54230392
1973,56,Female,.55434901
1974,56,Female,.5061444
1975,56,Female,.53142422
1976,56,Female,.52625734
1977,56,Female,.52391481
1978,56,Female,.5430761
1979,56,Female,.50219518
1980,56,Female,.53225768
1981,56,Female,.51962572
1982,56,Female,.51640171
1983,56,Female,.55073041
1984,56,Female,.56905818
1985,56,Female,.57239139
1986,56,Female,.57421952
1987,56,Female,.56880945
1988,56,Female,.61384326
1989,56,Female,.60102147
1990,56,Female,.61470002
1991,56,Female,.61532402
1992,56,Female,.60009122
1993,56,Female,.65587771
1994,56,Female,.62278044
1995,56,Female,.6537478
1996,56,Female,.63287997
1997,56,Female,.67114997
1998,56,Female,.67373592
1999,56,Female,.64387882
2000,56,Female,.69687963
2001,56,Female,.67011648
2002,56,Female,.69294369
2003,56,Female,.6456759
2004,56,Female,.72274882
2005,56,Female,.67517912
2006,56,Female,.71504897
2007,56,Female,.71628481
2008,56,Female,.70986307
2009,56,Female,.68641633
2010,56,Female,.69775695
2011,56,Female,.66770697
2012,56,Female,.70889086
2013,56,Female,.68842351
2014,56,Female,.6952709
2015,56,Female,.70306945
2016,56,Female,.67767704
1961,57,Male,.63474256
1962,57,Male,.58259255
1963,57,Male,.87558681
1964,57,Male,.8737331
1965,57,Male,.91656679
1966,57,Male,.93588245
1967,57,Male,.90507644
1968,57,Male,.92361468
1969,57,Male,.91354311
1970,57,Male,.93029332
1971,57,Male,.89945656
1972,57,Male,.90406471
1973,57,Male,.88420749
1974,57,Male,.84435481
1975,57,Male,.85112256
1976,57,Male,.83415401
1977,57,Male,.82614022
1978,57,Male,.82163638
1979,57,Male,.83947814
1980,57,Male,.84075236
1981,57,Male,.85746211
1982,57,Male,.80908388
1983,57,Male,.80613947
1984,57,Male,.78264731
1985,57,Male,.81014103
1986,57,Male,.83128959
1987,57,Male,.81276047
1988,57,Male,.81548274
1989,57,Male,.79426014
1990,57,Male,.77929229
1991,57,Male,.79931146
1992,57,Male,.76597917
1993,57,Male,.7826376
1994,57,Male,.81256282
1995,57,Male,.78738725
1996,57,Male,.77677441
1997,57,Male,.79114991
1998,57,Male,.80216908
1999,57,Male,.78360087
2000,57,Male,.77386481
2001,57,Male,.78109348
2002,57,Male,.79235119
2003,57,Male,.81330019
2004,57,Male,.79094517
2005,57,Male,.78371716
2006,57,Male,.79175013
2007,57,Male,.80678427
2008,57,Male,.73703092
2009,57,Male,.77305603
2010,57,Male,.78509915
2011,57,Male,.76645511
2012,57,Male,.77254426
2013,57,Male,.74237037
2014,57,Male,.77556896
2015,57,Male,.74915498
2016,57,Male,.78526437
1961,57,Female,.3758997
1962,57,Female,.31539187
1963,57,Female,.4954232
1964,57,Female,.51227897
1965,57,Female,.53882706
1966,57,Female,.48984185
1967,57,Female,.57009816
1968,57,Female,.53316641
1969,57,Female,.55872601
1970,57,Female,.55843556
1971,57,Female,.53610283
1972,57,Female,.52345878
1973,57,Female,.56063765
1974,57,Female,.53747314
1975,57,Female,.47527125
1976,57,Female,.53623521
1977,57,Female,.51991218
1978,57,Female,.52480656
1979,57,Female,.54183733
1980,57,Female,.50328171
1981,57,Female,.51672679
1982,57,Female,.4819093
1983,57,Female,.50329852
1984,57,Female,.5163641
1985,57,Female,.53626049
1986,57,Female,.50810999
1987,57,Female,.54050452
1988,57,Female,.56231022
1989,57,Female,.5669322
1990,57,Female,.55870265
1991,57,Female,.59695691
1992,57,Female,.61082846
1993,57,Female,.58868778
1994,57,Female,.60938996
1995,57,Female,.58815718
1996,57,Female,.65877831
1997,57,Female,.64101285
1998,57,Female,.63519925
1999,57,Female,.61991084
2000,57,Female,.61724007
2001,57,Female,.63419497
2002,57,Female,.66848469
2003,57,Female,.64422905
2004,57,Female,.66505116
2005,57,Female,.68074304
2006,57,Female,.65971828
2007,57,Female,.70202106
2008,57,Female,.68399715
2009,57,Female,.6659438
2010,57,Female,.68385071
2011,57,Female,.65382785
2012,57,Female,.6510542
2013,57,Female,.66337401
2014,57,Female,.67280567
2015,57,Female,.69096792
2016,57,Female,.69911879
1961,58,Male,.65822709
1962,58,Male,.61519927
1963,58,Male,.88724339
1964,58,Male,.85433096
1965,58,Male,.92345971
1966,58,Male,.87261266
1967,58,Male,.91388798
1968,58,Male,.88723671
1969,58,Male,.90026838
1970,58,Male,.89530653
1971,58,Male,.8966158
1972,58,Male,.86023253
1973,58,Male,.91522372
1974,58,Male,.87413102
1975,58,Male,.83014512
1976,58,Male,.81129497
1977,58,Male,.81691319
1978,58,Male,.81351221
1979,58,Male,.82335871
1980,58,Male,.82404673
1981,58,Male,.80674142
1982,58,Male,.77604657
1983,58,Male,.76827544
1984,58,Male,.79966056
1985,58,Male,.7536276
1986,58,Male,.79633462
1987,58,Male,.8073982
1988,58,Male,.77214092
1989,58,Male,.80021149
1990,58,Male,.79620421
1991,58,Male,.73992294
1992,58,Male,.77571499
1993,58,Male,.76111442
1994,58,Male,.73988032
1995,58,Male,.74875176
1996,58,Male,.76581299
1997,58,Male,.78502834
1998,58,Male,.77130389
1999,58,Male,.74925512
2000,58,Male,.74865413
2001,58,Male,.76871341
2002,58,Male,.76394707
2003,58,Male,.75240642
2004,58,Male,.77134937
2005,58,Male,.78880906
2006,58,Male,.75589991
2007,58,Male,.73726052
2008,58,Male,.75597811
2009,58,Male,.7358219
2010,58,Male,.73645061
2011,58,Male,.73059589
2012,58,Male,.79718816
2013,58,Male,.75345927
2014,58,Male,.73292845
2015,58,Male,.78390604
2016,58,Male,.75184804
1961,58,Female,.33897719
1962,58,Female,.34946352
1963,58,Female,.46800342
1964,58,Female,.48431328
1965,58,Female,.51288873
1966,58,Female,.54193455
1967,58,Female,.49386364
1968,58,Female,.54213452
1969,58,Female,.5407204
1970,58,Female,.51940662
1971,58,Female,.53446966
1972,58,Female,.50248051
1973,58,Female,.51599485
1974,58,Female,.51425385
1975,58,Female,.47783551
1976,58,Female,.48616466
1977,58,Female,.53040129
1978,58,Female,.51449317
1979,58,Female,.52220005
1980,58,Female,.50417745
1981,58,Female,.51648015
1982,58,Female,.52096993
1983,58,Female,.50173384
1984,58,Female,.50057155
1985,58,Female,.49798092
1986,58,Female,.52459401
1987,58,Female,.51194549
1988,58,Female,.56491894
1989,58,Female,.55686373
1990,58,Female,.56214893
1991,58,Female,.53727764
1992,58,Female,.51563936
1993,58,Female,.59835231
1994,58,Female,.60688668
1995,58,Female,.54600346
1996,58,Female,.59301573
1997,58,Female,.63889235
1998,58,Female,.61229801
1999,58,Female,.60134637
2000,58,Female,.59705764
2001,58,Female,.59635383
2002,58,Female,.64071006
2003,58,Female,.63971037
2004,58,Female,.62110049
2005,58,Female,.62542331
2006,58,Female,.62885427
2007,58,Female,.66329753
2008,58,Female,.64679855
2009,58,Female,.633609
2010,58,Female,.63691074
2011,58,Female,.61630875
2012,58,Female,.63536167
2013,58,Female,.64363641
2014,58,Female,.62161833
2015,58,Female,.65606594
2016,58,Female,.66111785
1961,59,Male,.64349836
1962,59,Male,.5983634
1963,59,Male,.81370676
1964,59,Male,.88854432
1965,59,Male,.89580125
1966,59,Male,.88442409
1967,59,Male,.88667071
1968,59,Male,.89140028
1969,59,Male,.88490897
1970,59,Male,.89119381
1971,59,Male,.85500968
1972,59,Male,.87612057
1973,59,Male,.86692053
1974,59,Male,.86501068
1975,59,Male,.82481873
1976,59,Male,.83819288
1977,59,Male,.80232924
1978,59,Male,.80303133
1979,59,Male,.78258258
1980,59,Male,.75915933
1981,59,Male,.79537219
1982,59,Male,.76429218
1983,59,Male,.72777295
1984,59,Male,.75665891
1985,59,Male,.70636463
1986,59,Male,.74995804
1987,59,Male,.74142015
1988,59,Male,.75204051
1989,59,Male,.7587108
1990,59,Male,.79160398
1991,59,Male,.75146466
1992,59,Male,.72072595
1993,59,Male,.6904636
1994,59,Male,.77382296
1995,59,Male,.73203182
1996,59,Male,.73961276
1997,59,Male,.71043569
1998,59,Male,.73333132
1999,59,Male,.72524732
2000,59,Male,.74479938
2001,59,Male,.70209837
2002,59,Male,.75278312
2003,59,Male,.72357821
2004,59,Male,.75195539
2005,59,Male,.72227508
2006,59,Male,.72431815
2007,59,Male,.74894267
2008,59,Male,.73879963
2009,59,Male,.68819523
2010,59,Male,.71548831
2011,59,Male,.71570551
2012,59,Male,.69874078
2013,59,Male,.76876032
2014,59,Male,.7404241
2015,59,Male,.72769397
2016,59,Male,.7167573
1961,59,Female,.3126218
1962,59,Female,.3000125
1963,59,Female,.42301342
1964,59,Female,.47535348
1965,59,Female,.45443019
1966,59,Female,.4991248
1967,59,Female,.5479424
1968,59,Female,.4613739
1969,59,Female,.5178929
1970,59,Female,.53709126
1971,59,Female,.51053786
1972,59,Female,.4986884
1973,59,Female,.49549776
1974,59,Female,.48064509
1975,59,Female,.47671762
1976,59,Female,.46818951
1977,59,Female,.48731515
1978,59,Female,.50063491
1979,59,Female,.44297928
1980,59,Female,.48601761
1981,59,Female,.45267001
1982,59,Female,.47532508
1983,59,Female,.50599962
1984,59,Female,.47858781
1985,59,Female,.45414984
1986,59,Female,.47704738
1987,59,Female,.52175564
1988,59,Female,.5290851
1989,59,Female,.49620503
1990,59,Female,.51051605
1991,59,Female,.54936391
1992,59,Female,.49232402
1993,59,Female,.51914853
1994,59,Female,.55848068
1995,59,Female,.53796703
1996,59,Female,.56438595
1997,59,Female,.52763742
1998,59,Female,.56498516
1999,59,Female,.54863632
2000,59,Female,.55134529
2001,59,Female,.58082885
2002,59,Female,.58866966
2003,59,Female,.61986494
2004,59,Female,.60204965
2005,59,Female,.6073041
2006,59,Female,.58097851
2007,59,Female,.63320488
2008,59,Female,.64814723
2009,59,Female,.62084121
2010,59,Female,.60918444
2011,59,Female,.6555928
2012,59,Female,.60314083
2013,59,Female,.63227898
2014,59,Female,.59576768
2015,59,Female,.62901771
2016,59,Female,.62042618
1961,60,Male,.61724824
1962,60,Male,.66728348
1963,60,Male,.86545455
1964,60,Male,.89494085
1965,60,Male,.88205439
1966,60,Male,.8598218
1967,60,Male,.86668718
1968,60,Male,.90334368
1969,60,Male,.85509533
1970,60,Male,.86841154
1971,60,Male,.85132176
1972,60,Male,.86041301
1973,60,Male,.8572948
1974,60,Male,.81380069
1975,60,Male,.78870267
1976,60,Male,.75699079
1977,60,Male,.77541256
1978,60,Male,.76525539
1979,60,Male,.76052487
1980,60,Male,.72593629
1981,60,Male,.74344325
1982,60,Male,.72921145
1983,60,Male,.71720368
1984,60,Male,.70584881
1985,60,Male,.72670364
1986,60,Male,.72810495
1987,60,Male,.69506991
1988,60,Male,.70065945
1989,60,Male,.69317067
1990,60,Male,.72596586
1991,60,Male,.71771711
1992,60,Male,.72906077
1993,60,Male,.66309661
1994,60,Male,.66485882
1995,60,Male,.72036117
1996,60,Male,.67525411
1997,60,Male,.73075169
1998,60,Male,.69402689
1999,60,Male,.75470394
2000,60,Male,.68696159
2001,60,Male,.69413972
2002,60,Male,.72156298
2003,60,Male,.69445407
2004,60,Male,.68091434
2005,60,Male,.70497131
2006,60,Male,.72242367
2007,60,Male,.70205492
2008,60,Male,.67814165
2009,60,Male,.68966174
2010,60,Male,.65572488
2011,60,Male,.71086943
2012,60,Male,.68778431
2013,60,Male,.68525594
2014,60,Male,.71816027
2015,60,Male,.71473336
2016,60,Male,.73273396
1961,60,Female,.29012811
1962,60,Female,.32098645
1963,60,Female,.3590878
1964,60,Female,.43091321
1965,60,Female,.45306438
1966,60,Female,.46626207
1967,60,Female,.46867183
1968,60,Female,.53342634
1969,60,Female,.45672715
1970,60,Female,.50927091
1971,60,Female,.50888282
1972,60,Female,.51093102
1973,60,Female,.50456816
1974,60,Female,.47455207
1975,60,Female,.46781003
1976,60,Female,.42861217
1977,60,Female,.43259716
1978,60,Female,.44042894
1979,60,Female,.46250996
1980,60,Female,.42905205
1981,60,Female,.44746661
1982,60,Female,.42162421
1983,60,Female,.43546626
1984,60,Female,.46546194
1985,60,Female,.43214238
1986,60,Female,.44455945
1987,60,Female,.45502603
1988,60,Female,.50764549
1989,60,Female,.47781989
1990,60,Female,.48632643
1991,60,Female,.50991666
1992,60,Female,.54132932
1993,60,Female,.50481373
1994,60,Female,.50280273
1995,60,Female,.52446079
1996,60,Female,.53151482
1997,60,Female,.51768339
1998,60,Female,.45802978
1999,60,Female,.54892343
2000,60,Female,.50731266
2001,60,Female,.58158278
2002,60,Female,.55055892
2003,60,Female,.56527424
2004,60,Female,.55899286
2005,60,Female,.60874468
2006,60,Female,.59540552
2007,60,Female,.56847739
2008,60,Female,.60029602
2009,60,Female,.57329679
2010,60,Female,.60370517
2011,60,Female,.56602454
2012,60,Female,.58583778
2013,60,Female,.6147849
2014,60,Female,.58061391
2015,60,Female,.58354908
2016,60,Female,.57528424
1961,61,Male,.60568792
1962,61,Male,.5594697
1963,61,Male,.74464834
1964,61,Male,.80498487
1965,61,Male,.86034167
1966,61,Male,.86688387
1967,61,Male,.8453415
1968,61,Male,.86483717
1969,61,Male,.86467654
1970,61,Male,.82825798
1971,61,Male,.8251121
1972,61,Male,.81648964
1973,61,Male,.81222939
1974,61,Male,.83334154
1975,61,Male,.73552722
1976,61,Male,.74607444
1977,61,Male,.70717889
1978,61,Male,.73475939
1979,61,Male,.72643763
1980,61,Male,.69288474
1981,61,Male,.65111428
1982,61,Male,.68197066
1983,61,Male,.67675263
1984,61,Male,.63585842
1985,61,Male,.67934781
1986,61,Male,.67824715
1987,61,Male,.64926457
1988,61,Male,.64817333
1989,61,Male,.65312093
1990,61,Male,.65667367
1991,61,Male,.65499777
1992,61,Male,.64231336
1993,61,Male,.58262616
1994,61,Male,.58781272
1995,61,Male,.62622923
1996,61,Male,.63990891
1997,61,Male,.66482401
1998,61,Male,.65841401
1999,61,Male,.64845848
2000,61,Male,.63240868
2001,61,Male,.64785296
2002,61,Male,.65510195
2003,61,Male,.62936825
2004,61,Male,.67451501
2005,61,Male,.65537685
2006,61,Male,.64318967
2007,61,Male,.65833956
2008,61,Male,.70681709
2009,61,Male,.64978373
2010,61,Male,.64334375
2011,61,Male,.64527214
2012,61,Male,.66579753
2013,61,Male,.65003353
2014,61,Male,.67477006
2015,61,Male,.64520478
2016,61,Male,.69465077
1961,61,Female,.29046544
1962,61,Female,.2797448
1963,61,Female,.40264022
1964,61,Female,.41949555
1965,61,Female,.42281327
1966,61,Female,.39907679
1967,61,Female,.4612959
1968,61,Female,.44698274
